id,"name","criteria","health","comments"
607,"walmart.com_KNEX",NULL,NULL,NULL
608,"shop.nordstrom.com_perryellis",NULL,NULL,NULL
609,"allivet.com",NULL,NULL,NULL
610,"boscovs.com_southshore",NULL,NULL,NULL
611,"55downingstreet.com_SouthShore",NULL,NULL,NULL
612,"qvc.com_incart_southshore",NULL,NULL,NULL
613,"petco.com_petsmart",NULL,NULL,NULL
614,"wag.com_list_pet360",NULL,NULL,NULL
615,"wag.com_sale_pet360",NULL,NULL,NULL
616,"wag.com_list_petfooddirect",NULL,NULL,NULL
617,"wag.com_sale_petfooddirect",NULL,NULL,NULL
618,"petflow.com_petsmart",NULL,NULL,NULL
619,"chewy.com_GS_petsmart",NULL,NULL,NULL
620,"chewy.com_old_petsmart",NULL,NULL,NULL
621,"chewy.com_validate_petsmart",NULL,NULL,NULL
622,"macys.com_callaway_perryellis",NULL,NULL,NULL
623,"macys.com_cubavera_perryellis",NULL,NULL,NULL
624,"mediamarkt.de_mcafee",NULL,NULL,NULL
625,"cpooutlets.com_totaltools",NULL,NULL,NULL
626,"drsfostersmith.com_vetdepot",NULL,NULL,NULL
628,"avg.com",NULL,NULL,NULL
629,"symantec.com",NULL,NULL,NULL
630,"cvp.com",NULL,NULL,NULL
631,"avg.com",NULL,NULL,NULL
632,"avast.com",NULL,NULL,NULL
633,"avastshop.co.uk",NULL,NULL,NULL
634,"takealot.com_roidigital",NULL,NULL,NULL
635,"drsfostersmith.com_list_bluebuffalo_petsmart",NULL,NULL,NULL
636,"drsfostersmith.com_sale__bluebuffalo_petsmart",NULL,NULL,NULL
637,"wag.com_list_bluebuffalo_petsmart",NULL,NULL,NULL
638,"wag.com_sale_bluebuffalo_petsmart",NULL,NULL,NULL
639,"chewy.com_validate_bluebuffalo_petsmart",NULL,NULL,NULL
640,"chewy.com_old_bluebuffalo_petsmart",NULL,NULL,NULL
641,"petflow.com_bluebuffalo_petsmart",NULL,NULL,NULL
642,"petco.com_bluebuffalo_petsmart",NULL,NULL,NULL
643,"badshop.se_hemvaruhuset",NULL,NULL,NULL
644,"digibroadcast.com_proav",NULL,NULL,NULL
645,"3dbroadcastsales.com_proav",NULL,NULL,NULL
646,"qvc.com_list_southshore",NULL,NULL,NULL
648,"homedepot.com_incart_southshore",NULL,NULL,NULL
649,"homedepot.com_listsale_southshore",NULL,NULL,NULL
650,"prokit.com_proav",NULL,NULL,NULL
651,"qvc.com_sale_southshore",NULL,NULL,NULL
652,"shopmyexchange.com_southshore",NULL,NULL,NULL
653,"golfsmithcom_perryellis",NULL,NULL,NULL
654,"zappos.com_shoebuy",NULL,NULL,NULL
655,"videogear.co.uk_proav",NULL,NULL,NULL
656,"bestbuy.ca_incart_southshore",NULL,NULL,NULL
657,"booko.com.au_universitycoop",NULL,NULL,NULL
658,"lowes.ca_southshore",NULL,NULL,NULL
659,"6pm.com_perryellis",NULL,NULL,NULL
660,"symantecUS_mcafee",NULL,NULL,NULL
661,"symantecDE_mcafee",NULL,NULL,NULL
662,"symantecUK_mcafee",NULL,NULL,NULL
663,"capsuleusa.com_capsuline",NULL,NULL,NULL
664,"trendmicroUS_mcafee",NULL,NULL,NULL
665,"bitdefender.fr_mcafee",NULL,NULL,NULL
667,"toysrus.ca_listsale_southshore",NULL,NULL,NULL
668,"trendmicro.com.au",NULL,NULL,NULL
669,"trendmicro.fr_mcafee",NULL,NULL,NULL
670,"k-rauta.fi_verkkokauppa",NULL,NULL,NULL
673,"gettington.com_listsale_southshore",NULL,NULL,NULL
674,"gettington.com_incart_southshore",NULL,NULL,NULL
675,"ojcommerce.com_listsale_southshore",NULL,NULL,NULL
676,"cymax.ca_listsale_southshore",NULL,NULL,NULL
677,"toysrus.ca_incart_southshore",NULL,NULL,NULL
678,"herbaffair.com_capsuline",NULL,NULL,NULL
681,"gigantti.fi_verkkokauppa",NULL,NULL,NULL
682,"dickssportinggoods.com_skullcandy",NULL,NULL,NULL
683,"fr.norton.com_mcafee",NULL,NULL,NULL
684,"rockymountainatvmc.com_skullcandy",NULL,NULL,NULL
685,"nortonstore.jp_mcafee",NULL,NULL,NULL
686,"amazon_list_kkr",NULL,NULL,NULL
687,"undergroundhiphop.com_skullcandy",NULL,NULL,NULL
688,"amazon.com_list_kkr",NULL,NULL,NULL
690,"microcenter.com_skullcandy",NULL,NULL,NULL
691,"bobwards.com_skullcandy",NULL,NULL,NULL
692,"Kaspersky.co.uk_mcafee",NULL,NULL,NULL
693,"Kaspersky.fr_mcafee",NULL,NULL,NULL
694,"cartoys.com_skullcandy",NULL,NULL,NULL
695,"jans.com_skullcandy",NULL,NULL,NULL
696,"danscomp.com_skullcandy",NULL,NULL,NULL
697,"cricketwireless.com_skullcandy",NULL,NULL,NULL
698,"officefurniture.com_listsale_southshore",NULL,NULL,NULL
699,"buckmans.com_skullcandy",NULL,NULL,NULL
700,"AvastDE_mcafee",NULL,NULL,NULL
701,"AvastUS_mcafee",NULL,NULL,NULL
703,"Kaspersky.com_de_mcafee",NULL,NULL,NULL
705,"bitdefender.com.au_mcafee",NULL,NULL,NULL
706,"jackssurfboardscom_skullcandy",NULL,NULL,NULL
707,"drsfostersmith.com_list_petfooddirect",NULL,NULL,NULL
